HIP,Name,RA_deg,Dec_deg,Magnitude
5447,Mirach,17.43291,35.620558,2.07
75141,,230.343015,-40.647518,3.22
76470,,234.25605,-28.135079,3.6
9007,,28.98846,-51.608896,3.69
8886,,28.598760000000002,63.670101,3.35
9884,Hamal,31.793325000000003,23.462423,2.01
79882,,244.58036999999996,-4.692511,3.23
93864,,286.73505,-27.670423,3.32
90496,Kaus Borealis,276.992685,-25.4217,2.82
92420,Sheliak,282.51997500000004,33.362667,3.52
26549,,84.68653499999999,-2.600069,3.77
42515,,130.025595,-35.308352,3.97
46733,,142.881795,63.061861,3.65
28328,,89.78667,-42.815135,3.96
44382,,135.611655,-66.396076,4.0
47854,,146.311755,-62.507903,3.69
50099,,153.434415,-70.037903,3.29
112029,,340.365495,10.831364,3.41
112748,,342.500775,24.601579,3.51
51576,,158.006145,-61.685332,3.3
99848,,303.86800500000004,47.714208,3.96
114971,,349.29141,3.282289,3.7
41307,,126.41514,-3.906424,3.91
55219,,169.619745,33.094306,3.49
50954,,156.09888,-74.031612,3.99
36377,,112.307685,-43.301432,3.25
38414,,118.05432,-40.575786,3.71
56561,,173.945445,-63.019841,3.11
37447,,115.31181,-9.551131,3.94
21444,,69.079755,-3.352459,3.93
23015,Hassaleh,74.24840999999999,33.16609,2.69
25336,Bellatrix,81.282765,6.349702,1.64
28380,,89.930265,37.212585,2.65
16537,,53.23272,-9.458262,3.72
97365,,296.846925,18.534286,3.68
17529,,56.298480000000005,42.578549,3.77
17702,Alcyone,56.87115,24.105137,2.85
86742,Cebalrai,265.868145,4.567303,2.76
87808,,269.06325000000004,37.250539,3.86
88771,,271.83744,9.563847,3.71
89962,,275.32750500000003,-2.898825,3.23
100751,Peacock,306.411885,-56.73509,1.94
101958,,309.909525,15.912072,3.77
106985,,325.022715,-16.662308,3.69
109492,,332.71362,58.201261,3.39
17358,,55.73124,47.787551,3.01
17499,,56.218905,24.113339,3.72
1067,Algenib,3.30897,15.183596,2.83
73273,,224.63305499999998,-43.13396,2.68
75264,,230.67031500000002,-44.689622,3.37
76297,,233.785215,-41.166757,2.8
78933,,241.70177999999999,-20.669192,3.93
93683,,286.17075,-21.741496,3.76
93747,,286.352535,13.863478,2.99
95347,,290.971545,-40.61594,3.96
98036,Alshain,298.828305,6.406763,3.71
98495,,300.147675,-72.910504,3.97
43023,,131.50686000000002,-46.041527,3.87
44471,,135.906405,47.156525,3.57
44816,,136.99902,-43.432589,2.23
47431,,144.96400500000001,-1.14281,3.9
33579,Adhara,104.656455,-28.972084,1.5
37677,,115.95195,-28.954826,3.94
38170,,117.32356499999999,-24.859786,3.34
111169,,337.822725,50.282491,3.76
112724,,342.4203,66.200408,3.5
100345,,305.25280499999997,-14.781367,3.05
100453,Sadr,305.557095,40.256679,2.23
81693,,250.32169500000003,31.602726,2.81
82396,,252.54119999999998,-34.293232,2.29
85670,Rastaban,262.608195,52.301387,2.79
84380,,258.76182,36.809162,3.16
109176,,331.752705,25.345112,3.77
86032,Rasalhague,263.733615,12.560035,2.08
60823,,187.009965,-50.230635,3.91
90422,,276.74341499999997,-45.968459,3.49
62322,,191.57019,-68.108119,3.04
63090,,193.90087499999998,3.39747,3.39
93805,,286.56225,-4.882554,3.43
65936,,202.761075,-39.407307,3.9
66249,,203.6733,-0.59582,3.38
67927,Mufrid,208.671165,18.397717,2.68
88714,,271.6578,-50.091477,3.65
68756,Thuban,211.097475,64.37585,3.67
112440,,341.632815,23.565654,3.97
93506,,285.65297999999996,-29.880105,2.6
112158,Matar,340.75056,30.221245,2.93
67301,Alkaid,206.88531,49.313265,1.85
67472,,207.404145,-42.473732,3.47
113136,,343.662555,-15.82082,3.27
101772,,309.39173999999997,-47.291502,3.11
97649,Altair,297.69582,8.868322,0.76
110997,,337.317375,-43.495565,3.97
105881,,321.66677999999996,-22.411332,3.77
102422,,311.322165,61.838782,3.41
102488,Gienah,311.55267000000003,33.970256,2.48
84012,,257.59452,-15.72491,2.43
85258,,261.324975,-55.529884,2.84
85267,,261.34858499999996,-56.377727,3.31
116584,,354.39083999999997,46.458152,3.81
81065,,248.36413499999998,-78.897148,3.86
65474,Spica,201.298245,-11.161322,0.98
80763,Antares,247.35191999999998,-26.432002,1.06
89931,Kaus Meridionalis,275.24850000000004,-29.828103,2.72
68002,,208.885005,-47.288375,2.55
87108,,266.973165,2.707276,3.75
64962,,199.730385,-23.171512,2.99
68702,Hadar,210.955935,-60.373039,0.61
87585,,268.38201,56.872643,3.73
51624,,158.202795,9.306586,3.84
61622,,189.42591,-48.541304,3.85
88794,,271.88562,28.762488,3.84
90185,Kaus Australis,276.04302,-34.384616,1.79
63125,Cor Caroli,194.007105,38.31838,2.89
71683,Rigil Kentaurus,219.911475,-60.833976,-0.01
54539,,167.41593,44.498487,3.0
66657,,204.97194000000002,-53.466394,2.29
55425,,170.25175499999997,-54.491019,3.9
50372,,154.27428,42.914365,3.45
51069,,156.52263,-16.83629,3.83
68282,,209.669805,-44.803584,3.87
68895,,211.592895,-26.682361,3.25
57399,,176.512725,47.779406,3.69
57363,,176.402115,-66.728763,3.63
76600,,234.66405,-29.777754,3.66
53910,Merak,165.46015500000001,56.382427,2.34
71860,,220.482345,-47.3882,2.3
77516,,237.40503,-3.430208,3.54
72607,Kochab,222.676575,74.155505,2.07
73714,,226.017585,-25.281965,3.25
13209,,42.495945,27.260507,3.61
13847,Acamar,44.565345,-40.304672,2.88
14576,Algol,47.04222,40.955648,2.09
59774,Megrez,183.85629,57.032617,3.32
16083,,51.7923,9.73268,3.73
112122,,340.666725,-46.884577,2.07
14328,,46.19913,53.50644,2.91
114341,,347.361645,-21.17241,3.68
22797,,73.562895,2.440672,3.71
677,Alpheratz,2.096865,29.090432,2.07
5348,,17.096130000000002,-55.24576,3.94
35264,,109.285665,-37.09747,2.71
53253,,163.373385,-58.853171,3.78
20889,,67.154145,19.180431,3.53
54061,Dubhe,165.93232500000002,61.751033,1.81
37229,,114.70778999999999,-26.803836,3.8
37504,,115.45506,-72.606098,3.93
41037,Avior,125.62853999999999,-59.509483,1.86
35550,,110.030745,21.98232,3.5
23685,,76.36527,-22.371032,3.19
43109,,131.693805,6.418809,3.38
7083,,22.812765,-49.072702,3.93
56211,,172.85110500000002,69.331076,3.82
39757,,121.88605500000001,-24.304324,2.83
45080,,137.74206,-58.966896,3.43
7588,Achernar,24.42834,-57.236757,0.45
71352,,218.87679,-42.157824,2.33
46651,,142.67511,-40.466769,3.6
46701,,142.805565,-57.034377,3.16
8645,,27.86514,-10.335038,3.74
72622,Zubenelgenubi,222.719655,-16.041778,2.75
48002,,146.77554,-65.072007,2.92
59449,,182.91303000000002,-52.36846,3.97
30277,,95.52846,-33.4364,3.85
60965,Algorab,187.466085,-16.515432,2.94
61084,Gacrux,187.791435,-57.113212,1.59
25606,Nihal,82.06134,-20.759441,2.81
26727,Alnitak,85.189695,-1.942572,1.74
31681,Alhena,99.42792,16.399252,1.93
27366,Saiph,86.939115,-9.669605,2.07
78104,,239.22115499999998,-29.214073,3.87
27673,,87.87249,39.14848,3.97
28360,Menkalinan,89.88223500000001,44.947433,1.9
27654,,87.830355,-20.879089,3.76
50801,,155.582325,41.499516,3.06
32768,,102.48398999999999,-50.61456,2.94
31685,,99.440295,-43.195934,3.17
30343,,95.740095,22.513586,2.87
52419,,160.739235,-64.39445,2.74
53229,,163.32789,34.214871,3.79
30324,Mirzam,95.674935,-17.955918,1.98
55642,,170.98104,10.529509,4.0
95501,,291.37458,3.114775,3.36
32362,,101.32236,12.895591,3.35
71795,,220.2873,13.7283,3.78
72220,,221.56217999999998,1.892885,3.73
72370,,221.965515,-79.044751,3.83
20894,,67.165575,15.870883,3.4
84143,,258.03828,-43.239189,3.32
74395,,228.0714,-52.099247,3.41
74666,,228.87564,33.314833,3.46
21393,,68.88768,-30.562341,3.81
97804,,298.118205,1.005661,3.87
76333,,233.881575,-14.789537,3.91
36046,,111.43168499999999,27.79808,3.78
76952,,235.68571500000002,26.295637,3.81
23453,,75.61951499999999,41.075837,3.69
23875,Cursa,76.962435,-5.086446,2.78
85927,Shaula,263.402175,-37.103821,1.62
24436,Rigel,78.63447,-8.20164,0.18
86414,,264.86620500000004,46.006332,3.82
37826,Pollux,116.329155,28.026199,1.16
87073,,266.89617000000004,-40.126997,2.99
73334,,224.79037499999998,-42.104194,3.13
93194,,284.735925,32.689557,3.25
75458,,231.23241000000002,58.966065,3.29
75695,,231.95727,29.105703,3.66
81377,,249.28974000000002,-10.56709,2.54
27288,,86.738925,-14.82195,3.55
107315,Enif,326.04649500000005,9.875011,2.38
26311,Alnilam,84.05338499999999,-1.20192,1.69
82729,,253.64596500000002,-42.361313,3.62
83081,,254.65509,-55.990141,3.12
10064,,32.38587,34.987297,3.0
15474,,49.87917,-21.757864,3.7
104887,,318.69775500000003,38.045317,3.74
104987,,318.955965,5.247845,3.92
97278,Tarazed,296.56491000000005,10.613261,2.72
17448,,56.07972,32.288248,3.84
18246,,58.533,31.883635,2.84
18532,,59.46345,40.010215,2.9
99240,,302.17735500000003,-66.182068,3.55
18614,,59.741249999999994,35.791033,3.98
1562,,4.856985,-8.823921,3.56
10602,,34.12731,-51.512165,3.56
13531,,43.564425,52.762479,3.93
9640,Almaak,30.97476,42.329725,2.1
2920,,9.24282,53.896909,3.69
3092,,9.83193,30.861024,3.27
72105,Izar,221.24676,27.074222,2.35
73555,,225.48654000000002,40.390566,3.49
8102,,26.017185,-15.93748,3.49
8796,,28.27044,29.578829,3.42
74946,,229.72771500000002,-68.679545,2.87
71075,,218.01954,38.308253,3.04
77070,Unukalhai,236.06697,6.425627,2.63
45101,,137.819775,-62.316977,3.96
47508,,145.287645,9.892308,3.52
48319,,147.748005,59.038735,3.78
49669,Regulus,152.09298,11.967207,1.36
94779,,289.2756,53.368459,3.8
33856,,105.42978000000001,-27.93483,3.49
34444,Wezen,107.097855,-26.3932,1.83
44127,,134.80241999999998,48.041826,3.12
114421,,347.5896,-45.246711,3.88
47908,Ras Elased Australis,146.46282000000002,23.774255,2.97
49583,,151.833135,16.762664,3.48
49841,,152.647005,-12.354083,3.61
114996,,349.35747,-58.235734,3.99
81833,,250.72399499999997,38.922254,3.48
82273,Atria,252.166155,-69.027715,1.91
83207,,255.07240499999997,30.926405,3.92
86670,,265.62198,-39.029983,2.39
109427,,332.54994,6.197865,3.52
60260,,185.340465,-60.401147,3.59
89937,,275.26104000000004,72.732843,3.55
68933,Menkent,211.670925,-36.369954,2.06
110395,,335.41407000000004,-1.387331,3.86
102395,,311.23970999999995,-66.203212,3.42
103227,,313.70247,-58.454155,3.67
115438,,350.74263,-20.10058,3.96
104732,,318.234105,30.226916,3.21
80331,,245.99790000000002,61.514213,2.73
84970,,260.502405,-24.999545,3.27
85792,,262.96042500000004,-49.876145,2.84
65477,Alcor,201.306195,54.987958,3.99
88192,,270.16130999999996,2.931568,3.93
50583,Algieba,154.99309499999998,19.841489,2.01
51986,,159.32575500000002,-48.22562,3.84
58001,Phad,178.45752000000002,53.69476,2.41
59747,,183.786405,-58.748928,2.79
102098,Deneb,310.35798,45.280338,1.25
7607,,24.498075,48.628213,3.59
22449,,72.460035,6.961276,3.19
22549,,72.80151000000001,5.605104,3.68
24305,,78.23292,-16.205468,3.29
25281,,81.119235,-2.397146,3.35
25428,Alnath,81.57297,28.60745,1.65
85727,,262.77477,-60.683848,3.6
26451,,84.41119499999999,21.142549,2.97
109268,Alnair,332.058135,-46.960975,1.73
61199,,188.11701,-72.132988,3.84
61585,,189.29608499999998,-69.135564,2.69
90139,,275.924505,21.769752,3.85
92041,,281.4141,-26.990778,3.17
82545,,253.083945,-38.017536,3.56
42536,,130.07331,-52.921887,3.6
42570,,130.15654500000002,-46.648744,3.77
42828,,130.898085,-33.186385,3.68
92855,Nunki,283.81635,-26.296722,2.05
61281,,188.37087000000002,69.788238,3.85
52727,,161.69232,-49.420255,2.69
65378,Mizar,200.981205,54.925362,2.23
86929,,266.433315,-64.723871,3.61
95241,,290.65954500000004,-44.458965,3.96
97165,,296.24361,45.13081,2.86
62956,Alioth,193.50708,55.959821,1.76
50335,,154.17256500000002,23.417311,3.43
68245,,209.56779,-42.100753,3.83
65109,,200.14944,-36.712295,2.75
112623,,342.13858500000003,-51.316864,3.49
30438,Canopus,95.98792499999999,-52.69566,-0.62
77233,,236.546895,15.421826,3.65
59316,,182.53119,-22.619766,3.02
32607,,102.04791,-61.941391,3.24
106481,,323.49525,45.591837,3.98
33977,,105.756135,-23.833291,3.02
61359,Kraz,188.596815,-23.396759,2.65
35904,Aludra,111.02376,-29.303104,2.45
44511,,136.03872,-47.097737,3.75
55282,,169.835205,-14.778541,3.56
45556,Tureis,139.27257,-59.275229,2.21
26207,,83.78449499999999,9.934158,3.39
29651,,93.71388,-6.274776,3.99
20205,,64.948335,15.627642,3.65
86228,Sargas,264.3297,-42.997824,1.86
21594,,69.54509999999999,-14.30402,3.86
87933,,269.44116,29.24788,3.7
88048,,269.75662500000004,-9.773632,3.32
74376,,227.98377000000002,-48.737819,3.88
45336,,138.591075,2.31428,3.89
45688,,139.711035,36.802597,3.82
25930,Mintaka,83.001675,-0.299092,2.25
45941,,140.52843000000001,-55.010668,2.47
77622,,237.704025,4.47773,3.71
77634,,237.73974,-33.627165,3.97
69673,Arcturus,213.91545,19.18241,-0.05
77952,,238.786245,-63.430727,2.83
25985,Arneb,83.18256000000001,-17.822289,2.58
71053,,217.9575,30.371437,3.57
56343,,173.25057,-31.857625,3.54
73807,,226.27954499999998,-47.051245,3.91
48774,,149.21562,-54.56779,3.52
57632,Denebola,177.26494499999998,14.57206,2.14
76267,Alphekka,233.67192,26.714693,2.22
76276,,233.700615,10.538867,3.8
82363,,252.4464,-59.041378,3.77
33018,,103.19724,33.961254,3.6
85696,,262.69097999999997,-37.295811,2.7
99473,,302.826195,-0.821461,3.24
37740,,116.111895,24.397993,3.57
89642,,274.406895,-36.761686,3.1
37819,,116.313735,-37.968584,3.62
38827,,119.194695,-52.98236,3.46
39429,Naos,120.896055,-40.003148,2.21
101769,,309.38724,14.595087,3.64
19343,,62.165355000000005,47.712513,3.96
71957,,220.765095,-5.658207,3.87
103413,,314.293395,41.167136,3.94
20535,,66.009195,-34.016846,3.97
27072,,86.115855,-22.448382,3.59
78265,,239.712975,-26.114105,2.89
26241,Hatsya,83.85826499999999,-5.909901,2.75
109074,Sadalmelik,331.445985,-0.319851,2.95
110130,,334.625565,-60.259587,2.87
3821,,12.2739,57.815187,3.46
79664,,243.85945500000003,-63.685682,3.86
79992,,244.935165,46.313366,3.91
80170,,245.48007,19.15313,3.74
27321,,86.821185,-51.066514,3.85
12706,,40.82517,3.235818,3.47
91117,,278.80177499999996,-8.244073,3.85
81266,,248.97064500000002,-28.216016,2.82
9236,,29.691765,-61.569859,2.86
13268,,42.674175,55.895496,3.77
17678,,56.809425,-74.238962,3.26
61932,,190.379565,-48.959888,2.2
20042,,64.473555,-33.798348,3.55
42913,,131.175885,-54.708821,1.93
746,Caph,2.293305,59.14978,2.28
24608,Capella,79.17225,45.997991,0.08
44248,,135.160275,41.782911,3.96
18543,Zaurak,59.507355,-13.508515,2.97
18907,,60.78909,5.989305,3.91
19780,,63.60606,-62.473858,3.33
45860,,140.263875,34.392562,3.14
40526,,124.12884000000001,9.185545,3.53
43813,,133.84845,5.945563,3.11
54463,,167.147475,-58.975037,3.93
8832,,28.38255,19.293852,3.88
48455,,148.19097,26.006951,3.88
57757,,177.67383,1.764718,3.59
59196,,182.08965,-50.722425,2.58
17440,,56.048895,-64.806903,3.84
17573,,56.456685,24.367748,3.87
52943,,162.406185,-16.193648,3.11
2072,,6.55074,-43.679829,3.93
36188,Gomeisa,111.78768,8.289315,2.89
78384,,240.03054,-38.396706,3.42
21421,Aldebaran,68.98015500000001,16.509301,0.87
23416,,75.492225,43.823308,3.03
78072,,239.11323000000002,15.661617,3.85
78401,Dschubba,240.08335499999998,-22.62171,2.29
94376,,288.138375,67.661541,3.07
26634,Phakt,84.912255,-34.074108,2.65
95947,Albireo,292.680345,27.959681,3.05
91262,Vega,279.2346,38.783692,0.03
98110,,299.07657,35.083424,3.89
99675,,303.40794,46.741329,3.8
80816,Kornephoros,247.55502,21.489613,2.78
80883,,247.72843500000002,1.983923,3.82
13701,,44.10687,-8.898144,3.89
41704,,127.56646500000001,60.718169,3.35
17847,,57.290595,24.053415,3.62
18724,,60.17007,12.490347,3.41
19747,,63.500445,-42.294368,3.85
8903,Sheratan,28.66002,20.808035,2.64
35228,,109.20762,-67.957152,3.97
39953,,122.38314,-47.336588,1.75
112961,,343.15364999999997,-7.579599,3.73
113368,Fomalhaut,344.41256999999996,-29.622236,1.17
113963,Markab,346.19022,15.205264,2.49
